Date,yield_Y1,exp_rate_Y1,term_prem_Y1,yield_Y3,exp_rate_Y3,term_prem_Y3,yield_Y5,exp_rate_Y5,term_prem_Y5,yield_Y10,exp_rate_Y10,term_prem_Y10
2019-04-30,6.565,6.075390670695526,0.4896093293044741,7.034,6.079296439871011,0.9547035601289888,7.336,6.080077606203264,1.2559223937967365,7.414,6.080663480952453,1.3333365190475464
2019-05-31,6.257,5.873969671598593,0.3830303284014063,6.672,5.86929461279285,0.8027053872071495,6.846,5.8683595841878455,0.9776404158121546,7.032,5.867658312734095,1.164341687265905
2019-06-30,6.189,5.64274661007467,0.5462533899253303,6.569,5.638283118922956,0.9307168810770436,6.766,5.637390404360435,1.1286095956395652,6.879,5.636720868438539,1.2422791315614603
2019-07-31,5.897,5.643814816956691,0.2531851830433096,6.209,5.640499729293243,0.5685002707067568,6.301,5.639836699091664,0.6611633009083357,6.369,5.63933942644048,0.7296605735595199
2019-08-31,5.769,5.196225283840148,0.5727747161598522,6.063,5.187175870912583,0.8758241290874169,6.366,5.185365956395045,1.1806340436049547,6.556,5.184008520506892,1.3719914794931078
2019-09-30,5.763,5.40731870168788,0.3556812983121196,6.126,5.407664911669461,0.718335088330539,6.47,5.407734154977135,1.062265845022865,6.695,5.407786087457891,1.287213912542109
2019-10-31,5.479,4.973952433957254,0.5050475660427463,5.935,4.966877931368206,0.9681220686317937,6.287,4.965463005519079,1.3215369944809208,6.643,4.964401811132235,1.678598188867765
2019-11-30,5.321,5.186319915598495,0.1346800844015048,6.004,5.189364462096172,0.8146355379038273,6.252,5.189973380960369,1.0620266190396306,6.46,5.190430070108515,1.2695699298914853
2019-12-31,5.562,5.299631199677475,0.2623688003225251,6.357,5.305553710476537,1.0514462895234633,6.477,5.3067382336416395,1.1702617663583608,6.554,5.307626626015468,1.2463733739845324
2020-01-31,5.435,5.075198550398377,0.35980144960162264,6.212,5.072116972309173,1.1398830276908267,6.401,5.0715006459683645,1.3294993540316353,6.599,5.071038401212758,1.5279615987872424
2020-02-29,5.236,4.937741740377653,0.2982582596223464,5.657,4.927838095750271,0.7291619042497288,5.868,4.925857332804522,0.942142667195478,6.371,4.924371760595207,1.4466282394047933
2020-03-31,4.897,4.054613130496776,0.8423868695032244,5.399,4.03993583695319,1.3590641630468099,5.578,4.037000325468742,1.5409996745312586,6.138,4.034798691855405,2.1032013081445946
2020-04-30,3.933,4.049267976099092,-0.1162679760990919,4.725,4.037531423041904,0.6874685769580955,5.15,4.035184069775424,1.1148159302245766,6.11,4.033423554825563,2.076576445174437
2020-05-31,3.619,3.8060304454592906,-0.18703044545929037,4.579,3.8004598745060583,0.7785401254939415,5.426,3.7993457377866076,1.6266542622133926,6.013,3.7985101352470205,2.2144898647529794
